"path","lines","current_layer","category","runtime_class","reason","proposed_path","action","direct_dependencies","referenced_by","name_classification","stage_name_occurrences","compatibility_gate","delete_safe","ambiguous_reference_count"
"contrib/satcompute/protection/runtime/decision-path-snapshot.h","40","runtime","PUBLIC_SUBSTRATE","A","只读带宽/路由路径快照；不提交传输","contrib/satcompute/protection/runtime/decision-path-snapshot.h","KEEP","contrib/satcompute/protection/policy/placement-policy.h [include:5]; contrib/satcompute/traffic/network-transfer-engine.h [include:4]","contrib/satcompute/CMakeLists.txt:126 [build_reference]; contrib/satcompute/protection/runtime/fixed-protection-controller.cc:3 [include]; contrib/satcompute/protection/runtime/fixed-protection-controller.cc:3 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:10 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:10 [literal_code_reference]; contrib/satcompute/tests/unit/protection-path-test.cc:8 [include]; contrib/satcompute/tests/unit/protection-path-test.cc:8 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/runtime/fixed-protection-controller.cc","113","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","Fixed 方案事件适配；非 CompFRR 数学模型","contrib/satcompute/protection/policy/fixed/fixed-protection-controller.cc","MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/decision-path-snapshot.h [include:3]; contrib/satcompute/protection/runtime/fixed-protection-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:27 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/fixed-protection-controller.h","63","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","Fixed 方案事件适配；非 CompFRR 数学模型","contrib/satcompute/protection/policy/fixed/fixed-protection-controller.h","MOVE_WITH_COMPAT","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:4]; contrib/satcompute/protection/policy/fixed/fixed-protection-policy.h [include:5]; contrib/satcompute/protection/runtime/placement-load-ledger.h [include:7]; contrib/satcompute/protection/runtime/recovery-controller.h [include:6]","contrib/satcompute/CMakeLists.txt:133 [build_reference]; contrib/satcompute/protection/runtime/fixed-protection-controller.cc:2 [include]; contrib/satcompute/protection/runtime/fixed-protection-controller.cc:2 [literal_code_reference]; contrib/satcompute/satcompute.cc:17 [include]; contrib/satcompute/satcompute.cc:17 [literal_code_reference]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:7 [include]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:7 [literal_code_reference]; contrib/satcompute/tests/unit/protection-path-test.cc:9 [include]; contrib/satcompute/tests/unit/protection-path-test.cc:9 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/frequency-n5c-adapter.cc","186","runtime","RUNTIME","B","Frequency controller 的成员实现；reference 配置对接实际 P 候选","contrib/satcompute/protection/policy/compfrr/compfrr-placement-adapter.cc","SPLIT_MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/frequency-protection-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:29 [build_reference]; contrib/satcompute/tests/integration/regression/run-checkpoint-maintenance.py:30 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-recent-u.py:26 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-recovery-deadline-reruns.py:39 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","21: throw std::logic_error(""N5C ready estimate overflow""); | 26: std::vector<N5cForecast> FrequencyProtectionController::N5cPeers( | 29: std::vector<N5cForecast> peers; | 68: const auto ready = m_n5c->ReadyAfter(id).value_or(ReadyAfter(in)); | 79: void FrequencyProtectionController::SelectN5cRemote( | 83: const auto& policy = dynamic_cast<const N5cPlacementPolicy&>(*m_placement); | 84: N5cDecisionTrace trace; | 93: throw std::logic_error(""N5C missing current primary remaining compute time""); | 100: N5cCandidate candidate; | 102: m_n5c->FillResources(candidate, primary->remainingTimeNs); | 123: candidate.peers = N5cPeers(pair.remoteNode, row.taskId, row.trigger, paths); | 133: row.n5cPeak = m_n5c->PeakFor(selected->remoteNode, row.taskId, selected->additionalQuotaBytes); | 140: row.resourceReason = ""N5C_NO_FEASIBLE_REMOTE""; | 143: row.n5cTrace = m_n5c->Record(std::move(trace)); | 146: bool FrequencyProtectionController::RevalidateN5c(FrequencyDecisionRecord& row, | 158: row.resourceReason = actual.resourceReason.empty() ? ""N5C_POST_BATCH_NODE_UNAVAILABLE"" : actual.resourceReason; | 164: row.resourceReason = ""N5C_POST_BATCH_LOCAL_STORAGE""; | 167: const auto peak = m_n5c->PeakFor(row.pair->remoteNode, row.taskId, storage->remoteAdditionalBytes); | 168: if (!m_n5c->CanCommit(row.taskId, row.pair->remoteNode, peak)) | 170: row.resourceReason = ""N5C_POST_BATCH_QUOTA""; | 173: N5cForecast forecast{row.taskId, task.definition.computeNodeId, actual.input, | 176: if (N5cCatchSeconds(forecast) > N5cBudgetSeconds(forecast, row.input.risk.epochNs) || | 180: row.resourceReason = ""N5C_POST_BATCH_DEADLINE""; | 183: row.n5cPeak = peak;","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/frequency-protection-controller.cc","670","runtime","RUNTIME","B","F/P 资源、预测、决策和提交编排；当前不是纯 solver","contrib/satcompute/protection/policy/compfrr/compfrr-controller.cc","SPLIT_MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/frequency-protection-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:28 [build_reference]; contrib/satcompute/tests/integration/regression/run-recovery-deadline-reruns.py:38 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","31: const auto spatial = dynamic_cast<const N5cPlacementPolicy*>(m_placement.get()); | 33: m_placementObservation = std::make_unique<N5cPlacementTracker>(tasks, faults, m_manager, stopNs, | 34: spatial ? spatial->Variant() : N5cVariant::FULL, spatial != nullptr); | 35: if (spatial) m_n5c = m_placementObservation.get(); | 36: if (m_n5c) m_manager.SetMaintenanceFree([this](auto node, auto task) { | 37: return m_n5c->MaintenanceFree(node, task); | 115: if (m_n5c) m_n5c->ReleaseQuota(event.taskId); | 195: if (m_n5c) m_n5c->Initialized(id); | 273: if (m_n5c) | 275: input.localFreeBytes = m_n5c->FreeFor(pair.localNode, row.taskId); | 276: input.remoteFreeBytes = m_n5c->FreeFor(pair.remoteNode, row.taskId); | 364: if (m_n5c) | 369: throw std::logic_error(""N5C reference preview changed within one decision""); | 378: SelectN5cRemote(row, task, state, paths, pairs); | 480: if (m_n5c && row.proposal.action == FrequencyAction::UPDATE) | 481: row.n5cPeak = m_n5c->PeakFor(row.pair->remoteNode, row.taskId, | 534: if (running && !outcome.faultHit && m_n5c && | 536: configFeasible = RevalidateN5c(row, task, state); | 541: row.resourceReason == ""N5C_POST_BATCH_LOCAL_STORAGE"" || | 542: row.resourceReason == ""N5C_POST_BATCH_QUOTA"" || | 545: row.resourceReason == ""N5C_POST_BATCH_NODE_UNAVAILABLE""); | 551: row.n5cPeak.reset(); | 614: if (m_n5c && row.n5cPeak) | 618: m_n5c->CommitQuota(row.taskId, row.pair->remoteNode, *row.n5cPeak); | 633: if (m_n5c && row.n5cTrace) | 634: m_n5c->Resolve(*row.n5cTrace, admitted,","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/frequency-protection-controller.h","184","runtime","RUNTIME","B","F/P 资源、预测、决策和提交编排；当前不是纯 solver","contrib/satcompute/protection/policy/compfrr/compfrr-controller.h","SPLIT_MOVE_WITH_COMPAT","contrib/satcompute/fault/runtime/fault-model-engine.h [include:4]; contrib/satcompute/protection/policy/baseline/fa-first-feasible-placement/fa-first-feasible-placement-policy.h [include:5]; contrib/satcompute/protection/policy/compfrr/frequency/frequency-decision-gate.h [include:6]; contrib/satcompute/protection/runtime/decision-path-snapshot.h [include:10]; contrib/satcompute/protection/runtime/frequency-storage-estimator.h [include:7]; contrib/satcompute/protection/runtime/n5c-placement-tracker.h [include:11]; contrib/satcompute/protection/runtime/placement-load-ledger.h [include:9]; contrib/satcompute/protection/runtime/recovery-controller.h [include:8]","contrib/satcompute/CMakeLists.txt:134 [build_reference]; contrib/satcompute/metrics/core/frequency-metrics.cc:2 [include]; contrib/satcompute/metrics/core/frequency-metrics.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-n5c-adapter.cc:2 [include]; contrib/satcompute/protection/runtime/frequency-n5c-adapter.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.cc:2 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.cc:2 [literal_code_reference]; contrib/satcompute/satcompute.cc:18 [include]; contrib/satcompute/satcompute.cc:18 [literal_code_reference]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:5 [include]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:5 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","11: #include ""n5c-placement-tracker.h"" | 43: std::optional<size_t> n5cTrace; ///< START-only spatial proposal; no solver call per remote. | 44: std::optional<uint64_t> n5cPeak; ///< Total replacement quota, captured before physical admission. | 68: const N5cPlacementTracker* N5c() const { return m_n5c; } | 158: void SelectN5cRemote(FrequencyDecisionRecord& row, const TaskRuntime& task, State& state, | 160: std::vector<N5cForecast> N5cPeers(uint32_t remote, uint64_t excluded, | 162: bool RevalidateN5c(FrequencyDecisionRecord& row, const TaskRuntime& task, State& state); | 170: std::unique_ptr<N5cPlacementTracker> m_placementObservation; ///< Read-only resource metrics, also usable by FA-FFP. | 171: N5cPlacementTracker* m_n5c{}; ///< Alias enabled only for N5C; legacy policies never use quota promises. | 173: std::unique_ptr<RecoveryController> m_recovery;   ///< Reused N5A recovery.","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/frequency-storage-estimator.cc","100","runtime","RUNTIME","B","检查点 initial/committed/merge 峰值估计","contrib/satcompute/protection/policy/compfrr/storage-estimator.cc","MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/frequency-storage-estimator.h [include:2]","contrib/satcompute/CMakeLists.txt:33 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/frequency-storage-estimator.h","19","runtime","RUNTIME","B","检查点 initial/committed/merge 峰值估计","contrib/satcompute/protection/policy/compfrr/storage-estimator.h","MOVE_WITH_COMPAT","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:4]; contrib/satcompute/protection/policy/compfrr/frequency/compfrr-frequency-policy.h [include:5]","contrib/satcompute/CMakeLists.txt:137 [build_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:7 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:7 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-storage-estimator.cc:2 [include]; contrib/satcompute/protection/runtime/frequency-storage-estimator.cc:2 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/n5c-placement-tracker.cc","205","runtime","RUNTIME","A+B+C","实际历史观测 + placement quota + 研发 CSV DTO 混合；不能整体归档","contrib/satcompute/protection/runtime/placement-resource-tracker.cc","SPLIT_RENAME_WITH_COMPAT","contrib/satcompute/protection/runtime/n5c-placement-tracker.h [include:2]","contrib/satcompute/CMakeLists.txt:30 [build_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-u.py:60 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-recent-u.py:25 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-recovery-deadline-reruns.py:40 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","2: #include ""n5c-placement-tracker.h"" | 16: throw std::overflow_error(""N5C physical peak overflow""); | 20: N5cPlacementTracker::N5cPlacementTracker(Ptr<TaskCoordinator> tasks, Ptr<FaultModelEngine> faults, | 21: CheckpointManager& manager, int64_t stop, N5cVariant variant, bool spatialDiagnostics) | 25: if (Now() != 0) throw std::logic_error(""N5C history must observe from simulation start""); | 30: throw std::logic_error(""N5C history requires unique unstarted services""); | 32: service->ConnectStateObserver(MakeCallback(&N5cPlacementTracker::ObserveCompute, this)); | 36: m_nodes.emplace(node, N5cNodeObservation{}); | 41: N5cPlacementTracker::~N5cPlacementTracker() | 44: service->DisconnectStateObserver(MakeCallback(&N5cPlacementTracker::ObserveCompute, this)); | 47: Ptr<ComputeService> N5cPlacementTracker::Service(uint32_t node) const | 51: throw std::logic_error(""N5C missing compute service""); | 53: void N5cPlacementTracker::ObserveCompute(uint32_t node, bool busy) | 59: void N5cPlacementTracker::VerifyHistory(uint32_t node) const | 66: throw std::logic_error(""N5C event history disagrees with actual service counters""); | 68: void N5cPlacementTracker::FillResources(N5cCandidate& c, int64_t remainingTimeNs) const | 70: if (remainingTimeNs < 0) throw std::logic_error(""N5C negative remaining compute time""); | 74: if (c.recoveryBusyNs > busy) throw std::logic_error(""N5C recovery exceeds total actual service""); | 91: uint64_t N5cPlacementTracker::FreeFor(uint32_t node, uint64_t replacing) const | 97: uint64_t N5cPlacementTracker::MaintenanceFree(uint32_t node, uint64_t task) const | 108: uint64_t N5cPlacementTracker::PeakFor(uint32_t node, uint64_t task, uint64_t additional) const | 114: bool N5cPlacementTracker::CanCommit(uint64_t task, uint32_t node, uint64_t peak) const | 122: void N5cPlacementTracker::CommitQuota(uint64_t task, uint32_t node, uint64_t peak) | 124: if (!CanCommit(task, node, peak)) throw std::logic_error(""N5C quota changed before commit""); | 127: void N5cPlacementTracker::ReleaseQuota(uint64_t task) | 132: void N5cPlacementTracker::Assignment(uint64_t task, uint32_t node, bool active) | 136: throw std::logic_error(""N5C duplicate assignment""); | 139: if (m_assignments.at(task) != node) throw std::logic_error(""N5C release on wrong remote""); | 152: if (!s.active) throw std::logic_error(""N5C assignment count underflow""); | 157: void N5cPlacementTracker::Initialized(uint64_t task) { m_ready[task] = Now(); } | 158: std::optional<int64_t> N5cPlacementTracker::ReadyAfter(uint64_t task) const | 163: void N5cPlacementTracker::ObserveStorage(uint32_t node) | 172: size_t N5cPlacementTracker::Record(N5cDecisionTrace trace) | 185: void N5cPlacementTracker::Resolve(size_t index, bool committed, const std::string& reason) | 191: void N5cPlacementTracker::Finalize() | 200: if (s.active || s.storageBytes) throw std::logic_error(""N5C final ownership/storage leak""); | 202: if (!m_quotas.Empty() || !m_assignments.empty()) throw std::logic_error(""N5C final quota/assignment leak"");","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/n5c-placement-tracker.h","85","runtime","RUNTIME","A+B+C","实际历史观测 + placement quota + 研发 CSV DTO 混合；不能整体归档","contrib/satcompute/protection/runtime/placement-resource-tracker.h","SPLIT_RENAME_WITH_COMPAT","contrib/satcompute/fault/runtime/fault-model-engine.h [include:6]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:5]; contrib/satcompute/protection/policy/compfrr/placement/n5c-placement-policy.h [include:4]; contrib/satcompute/protection/runtime/compute-usage-history.h [include:7]","contrib/satcompute/CMakeLists.txt:135 [build_reference]; contrib/satcompute/metrics/core/n5c-placement-metrics.cc:2 [include]; contrib/satcompute/metrics/core/n5c-placement-metrics.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:11 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:11 [literal_code_reference]; contrib/satcompute/protection/runtime/n5c-placement-tracker.cc:2 [include]; contrib/satcompute/protection/runtime/n5c-placement-tracker.cc:2 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-recent-u.py:25 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","2: #ifndef SATCOMPUTE_N5C_PLACEMENT_TRACKER_H | 3: #define SATCOMPUTE_N5C_PLACEMENT_TRACKER_H | 4: #include ""../policy/compfrr/placement/n5c-placement-policy.h"" | 13: struct N5cDecisionTrace | 21: N5cSelection selection; | 22: std::vector<N5cCandidate> candidates; ///< Scalar snapshots only after recording. | 28: struct N5cNodeObservation | 36: class N5cPlacementTracker | 39: N5cPlacementTracker(Ptr<TaskCoordinator> tasks, Ptr<FaultModelEngine> faults, | 40: CheckpointManager& manager, int64_t stopNs, N5cVariant variant, | 42: ~N5cPlacementTracker(); | 43: void FillResources(N5cCandidate& candidate, int64_t remainingTimeNs) const; | 54: size_t Record(N5cDecisionTrace trace); | 56: const N5cDecisionTrace& Decision(size_t index) const { return m_decisions.at(index); } | 57: const std::vector<N5cDecisionTrace>& Decisions() const { return m_decisions; } | 58: const std::map<uint32_t, N5cNodeObservation>& Nodes() const { return m_nodes; } | 73: N5cVariant m_variant; | 75: N5cQuotaLedger m_quotas; | 78: std::map<uint32_t, N5cNodeObservation> m_nodes; | 81: std::vector<N5cDecisionTrace> m_decisions;","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/one-plus-one-controller.cc","33","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","1+1 事件适配；副本故障批次与 winner 合同","contrib/satcompute/protection/policy/baseline/one-plus-one/one-plus-one-controller.cc","MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/one-plus-one-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:38 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/one-plus-one-controller.h","26","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","1+1 事件适配；副本故障批次与 winner 合同","contrib/satcompute/protection/policy/baseline/one-plus-one/one-plus-one-controller.h","MOVE_WITH_COMPAT","contrib/satcompute/protection/mechanism/replication/replica-manager.h [include:4]","contrib/satcompute/CMakeLists.txt:142 [build_reference]; contrib/satcompute/protection/runtime/one-plus-one-controller.cc:2 [include]; contrib/satcompute/protection/runtime/one-plus-one-controller.cc:2 [literal_code_reference]; contrib/satcompute/satcompute.cc:20 [include]; contrib/satcompute/satcompute.cc:20 [literal_code_reference]; contrib/satcompute/tests/unit/one-plus-one-baseline-test.cc:9 [include]; contrib/satcompute/tests/unit/one-plus-one-baseline-test.cc:9 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/placement-load-ledger.cc","76","runtime","PUBLIC_SUBSTRATE","A","assignment/recovery 的实际记账和事件","contrib/satcompute/protection/runtime/placement-load-ledger.cc","KEEP","contrib/satcompute/protection/runtime/placement-load-ledger.h [include:2]","contrib/satcompute/CMakeLists.txt:34 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/runtime/placement-load-ledger.h","59","runtime","PUBLIC_SUBSTRATE","A","assignment/recovery 的实际记账和事件","contrib/satcompute/protection/runtime/placement-load-ledger.h","KEEP","","contrib/satcompute/CMakeLists.txt:138 [build_reference]; contrib/satcompute/metrics/core/placement-load-metrics.cc:2 [include]; contrib/satcompute/metrics/core/placement-load-metrics.cc:2 [literal_code_reference]; contrib/satcompute/protection/mechanism/replication/replica-manager.h:7 [include]; contrib/satcompute/protection/mechanism/replication/replica-manager.h:7 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:6 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:6 [literal_code_reference]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:7 [include]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:7 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:9 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:9 [literal_code_reference]; contrib/satcompute/protection/runtime/placement-load-ledger.cc:2 [include]; contrib/satcompute/protection/runtime/placement-load-ledger.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/recovery-controller.h:8 [include]; contrib/satcompute/protection/runtime/recovery-controller.h:8 [literal_code_reference]; contrib/satcompute/tests/unit/n5b-policy-test.cc:3 [include]; contrib/satcompute/tests/unit/n5b-policy-test.cc:3 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/runtime/protection-runtime.cc","73","runtime","PUBLIC_SUBSTRATE","A","可选机制动作分派；并非所有方案都经过此类","contrib/satcompute/protection/runtime/protection-runtime.cc","KEEP_NARROW","contrib/satcompute/protection/runtime/protection-runtime.h [include:2]","contrib/satcompute/CMakeLists.txt:17 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/protection-runtime.h","68","runtime","PUBLIC_SUBSTRATE","A","可选机制动作分派；并非所有方案都经过此类","contrib/satcompute/protection/runtime/protection-runtime.h","KEEP_NARROW","contrib/satcompute/protection/common/protection-types.h [include:4]","contrib/satcompute/CMakeLists.txt:119 [build_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:5 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:5 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/one-plus-one/one-plus-one-policy.h:4 [include]; contrib/satcompute/protection/policy/baseline/one-plus-one/one-plus-one-policy.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/recompute/recompute-policy.h:4 [include]; contrib/satcompute/protection/policy/baseline/recompute/recompute-policy.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/fixed/fixed-protection-policy.h:4 [include]; contrib/satcompute/protection/policy/fixed/fixed-protection-policy.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/protection-runtime.cc:2 [include]; contrib/satcompute/protection/runtime/protection-runtime.cc:2 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/protection-transfer-key.h","43","runtime","PUBLIC_SUBSTRATE","A","共享保护/恢复流的标识映射","contrib/satcompute/protection/runtime/protection-transfer-key.h","KEEP","contrib/satcompute/protection/common/protection-types.h [include:4]","contrib/satcompute/CMakeLists.txt:146 [build_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:6 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:6 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:7 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:7 [literal_code_reference]; contrib/satcompute/tests/unit/protection-path-test.cc:11 [include]; contrib/satcompute/tests/unit/protection-path-test.cc:11 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/runtime/recompute-controller.cc","43","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","纯 Recompute 方案事件适配；不能因此继承 checkpoint","contrib/satcompute/protection/policy/baseline/recompute/recompute-controller.cc","MOVE_WITH_COMPAT","contrib/satcompute/protection/runtime/recompute-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:37 [build_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-multirun.py:28 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/recompute-controller.h","37","runtime","RUNTIME","B_OTHER (scheme adapter, not CompFRR)","纯 Recompute 方案事件适配；不能因此继承 checkpoint","contrib/satcompute/protection/policy/baseline/recompute/recompute-controller.h","MOVE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/recompute/recompute-policy.h [include:5]; contrib/satcompute/protection/policy/placement-policy.h [include:6]; contrib/satcompute/protection/runtime/recovery-controller.h [include:4]","contrib/satcompute/CMakeLists.txt:141 [build_reference]; contrib/satcompute/protection/runtime/recompute-controller.cc:2 [include]; contrib/satcompute/protection/runtime/recompute-controller.cc:2 [literal_code_reference]; contrib/satcompute/satcompute.cc:19 [include]; contrib/satcompute/satcompute.cc:19 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-multirun.py:29 [literal_code_reference]; contrib/satcompute/tests/unit/recompute-baseline-test.cc:11 [include]; contrib/satcompute/tests/unit/recompute-baseline-test.cc:11 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/recovery-controller.cc","949","runtime","RUNTIME","A+B","恢复执行混合双层 checkpoint 选择与 tail/redo/relocate 决策","contrib/satcompute/protection/runtime/recovery-controller.cc","SPLIT_KEEP_EXECUTOR","contrib/satcompute/protection/policy/baseline/fa-first-feasible-placement/fa-first-feasible-placement-policy.h [include:4]; contrib/satcompute/protection/runtime/checkpoint-recovery-estimate.h [include:3]; contrib/satcompute/protection/runtime/recovery-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:36 [build_reference]; contrib/satcompute/tests/integration/regression/run-checkpoint-maintenance.py:28 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-multirun.py:26 [literal_code_reference]; contrib/satcompute/tests/unit/test_n5c_rational_multirun.py:55 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","346: // N5C can later replace this ranking without duplicating operation feasibility.","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/runtime/recovery-controller.h","161","runtime","RUNTIME","A+B","恢复执行混合双层 checkpoint 选择与 tail/redo/relocate 决策","contrib/satcompute/protection/runtime/recovery-controller.h","SPLIT_KEEP_EXECUTOR","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:5]; contrib/satcompute/protection/policy/placement-policy.h [include:7]; contrib/satcompute/protection/policy/recovery-policy.h [include:6]; contrib/satcompute/protection/runtime/placement-load-ledger.h [include:8]; contrib/satcompute/traffic/local-delivery.h [include:4]","contrib/satcompute/CMakeLists.txt:139 [build_reference]; contrib/satcompute/metrics/core/recovery-metrics.cc:2 [include]; contrib/satcompute/metrics/core/recovery-metrics.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:6 [include]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:6 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:8 [include]; contrib/satcompute/protection/runtime/frequency-protection-controller.h:8 [literal_code_reference]; contrib/satcompute/protection/runtime/recompute-controller.h:4 [include]; contrib/satcompute/protection/runtime/recompute-controller.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/recovery-controller.cc:2 [include]; contrib/satcompute/protection/runtime/recovery-controller.cc:2 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-checkpoint-maintenance.py:28 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-multirun.py:27 [literal_code_reference]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:13 [include]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:13 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
